client_version_id,client_id,gender,age_bucket,marital_status,education_level,county,onboarding_channel,onboarding_method,customer_segment,registration_date,valid_from_date,valid_to_date
CV01021-01,CL01021,F,18-24,Single,Master,Bucuresti,Digital,Self-service,Standard,2020-03-15,2024-01-01,9999-12-31
CV01022-01,CL01022,F,35-49,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2022-07-10,2024-01-01,9999-12-31
CV01023-01,CL01023,F,50-64,Divorced,Master,Iasi,Branch,Assisted,Standard,2019-11-18,2024-01-01,9999-12-31
CV01024-01,CL01024,M,35-49,Divorced,Post-secondary,Bucuresti,Digital,Self-service,Standard,2020-11-08,2024-01-01,9999-12-31
CV01025-01,CL01025,F,18-24,Single,Post-secondary,Prahova,Digital,Self-service,Standard,2020-11-15,2024-01-01,9999-12-31
CV01026-01,CL01026,F,50-64,Married,Master,Sibiu,Branch,Assisted,Standard,2022-10-21,2024-01-01,9999-12-31
CV01027-01,CL01027,F,35-49,Single,High School,Cluj,Digital,Self-service,Standard,2018-05-04,2024-01-01,9999-12-31
CV01028-01,CL01028,F,50-64,Married,High School,Timis,Digital,Self-service,Premium,2022-08-09,2024-01-01,9999-12-31
CV01029-01,CL01029,F,35-49,Single,Post-secondary,Cluj,Branch,Assisted,Standard,2021-03-03,2024-01-01,9999-12-31
CV01030-01,CL01030,F,35-49,Married,Bachelor,Bucuresti,Digital,Self-service,Premium,2021-01-10,2024-01-01,9999-12-31
CV01031-01,CL01031,F,65+,Married,Post-secondary,Constanta,Branch,Assisted,Standard,2020-12-17,2024-01-01,9999-12-31
CV01032-01,CL01032,M,35-49,Single,Master,Bucuresti,Digital,Self-service,Standard,2019-04-07,2024-01-01,9999-12-31
CV01033-01,CL01033,F,65+,Single,High School,Constanta,Digital,Self-service,Standard,2021-05-03,2024-01-01,9999-12-31
CV01034-01,CL01034,F,50-64,Married,Master,Bucuresti,Branch,Assisted,Premium,2021-09-21,2024-01-01,2024-06-30
CV01034-02,CL01034,F,50-64,Married,Master,Bucuresti,Digital,Self-service,Premium,2021-09-21,2024-07-01,9999-12-31
CV01035-01,CL01035,M,50-64,Single,Master,Bucuresti,Branch,Assisted,Standard,2023-05-19,2024-01-01,9999-12-31
CV01036-01,CL01036,F,35-49,Single,Master,Cluj,Digital,Self-service,Premium,2018-12-30,2024-01-01,9999-12-31
CV01037-01,CL01037,M,18-24,Single,Bachelor,Iasi,Digital,Self-service,Standard,2023-02-04,2024-01-01,9999-12-31
CV01038-01,CL01038,F,25-34,Single,High School,Timis,Branch,Assisted,Standard,2021-01-30,2024-01-01,9999-12-31
CV01039-01,CL01039,M,35-49,Divorced,Master,Bucuresti,Digital,Self-service,Premium,2018-11-20,2024-01-01,9999-12-31
CV01040-01,CL01040,M,35-49,Single,Post-secondary,Bucuresti,Digital,Self-service,Standard,2021-08-12,2024-01-01,9999-12-31
CV01041-01,CL01041,M,50-64,Divorced,High School,Galati,Digital,Self-service,Standard,2022-04-21,2024-01-01,9999-12-31
CV01042-01,CL01042,M,50-64,Single,Bachelor,Dolj,Branch,Assisted,Premium,2018-10-22,2024-01-01,9999-12-31
CV01043-01,CL01043,M,35-49,Married,Bachelor,Galati,Digital,Self-service,Standard,2018-05-14,2024-01-01,9999-12-31
CV01044-01,CL01044,F,25-34,Divorced,Bachelor,Cluj,Digital,Self-service,Premium,2018-11-02,2024-01-01,9999-12-31
CV01045-01,CL01045,M,50-64,Married,High School,Cluj,Branch,Assisted,Standard,2023-01-17,2024-01-01,9999-12-31
CV01046-01,CL01046,M,35-49,Married,Bachelor,Constanta,Branch,Assisted,Premium,2020-05-09,2024-01-01,9999-12-31
CV01047-01,CL01047,M,65+,Single,Bachelor,Bucuresti,Branch,Assisted,Premium,2018-10-08,2024-01-01,2024-06-30
CV01047-02,CL01047,M,65+,Single,Bachelor,Bucuresti,Digital,Self-service,Premium,2018-10-08,2024-07-01,9999-12-31
CV01048-01,CL01048,M,50-64,Married,Bachelor,Prahova,Digital,Self-service,Standard,2023-04-02,2024-01-01,9999-12-31
CV01049-01,CL01049,F,65+,Divorced,Bachelor,Prahova,Digital,Self-service,Standard,2021-06-25,2024-01-01,2024-06-30
CV01049-02,CL01049,F,65+,Divorced,Bachelor,Prahova,Digital,Self-service,Premium,2021-06-25,2024-07-01,9999-12-31
CV01050-01,CL01050,M,50-64,Married,Post-secondary,Timis,Digital,Self-service,Premium,2019-08-15,2024-01-01,2024-06-30
CV01050-02,CL01050,M,50-64,Married,Post-secondary,Timis,Digital,Self-service,Standard,2019-08-15,2024-07-01,9999-12-31
CV01051-01,CL01051,F,25-34,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2018-04-04,2024-01-01,9999-12-31
CV01052-01,CL01052,F,25-34,Married,Post-secondary,Constanta,Digital,Self-service,Standard,2020-02-02,2024-01-01,9999-12-31
CV01053-01,CL01053,M,25-34,Single,Master,Brasov,Digital,Self-service,Standard,2018-01-10,2024-01-01,9999-12-31
CV01054-01,CL01054,M,35-49,Married,Bachelor,Cluj,Digital,Self-service,Standard,2021-06-18,2024-01-01,9999-12-31
CV01055-01,CL01055,M,35-49,Single,High School,Dolj,Branch,Assisted,Standard,2019-09-29,2024-01-01,2024-06-30
CV01055-02,CL01055,M,35-49,Single,High School,Dolj,Branch,Assisted,Premium,2019-09-29,2024-07-01,9999-12-31
CV01056-01,CL01056,M,18-24,Single,High School,Timis,Digital,Self-service,Standard,2021-02-14,2024-01-01,9999-12-31
CV01057-01,CL01057,M,50-64,Divorced,Bachelor,Bucuresti,Digital,Self-service,Premium,2021-02-02,2024-01-01,9999-12-31
CV01058-01,CL01058,F,35-49,Married,Bachelor,Cluj,Digital,Self-service,Standard,2023-11-08,2024-01-01,9999-12-31
CV01059-01,CL01059,F,35-49,Married,High School,Constanta,Digital,Self-service,Standard,2018-07-15,2024-01-01,9999-12-31
CV01060-01,CL01060,M,35-49,Married,Master,Bucuresti,Digital,Self-service,Premium,2018-08-04,2024-01-01,9999-12-31
CV01061-01,CL01061,M,25-34,Single,Master,Bucuresti,Digital,Self-service,Standard,2021-09-24,2024-01-01,2024-06-30
CV01061-02,CL01061,M,25-34,Single,Master,Bucuresti,Digital,Self-service,Standard,2021-09-24,2024-07-01,9999-12-31
CV01062-01,CL01062,F,35-49,Married,Bachelor,Brasov,Digital,Self-service,Premium,2023-09-26,2024-01-01,9999-12-31
CV01063-01,CL01063,F,65+,Married,Post-secondary,Bucuresti,Branch,Assisted,Standard,2021-09-13,2024-01-01,9999-12-31
CV01064-01,CL01064,M,35-49,Married,Master,Bucuresti,Digital,Self-service,Premium,2020-02-19,2024-01-01,9999-12-31
CV01065-01,CL01065,M,35-49,Divorced,Master,Bucuresti,Branch,Assisted,Premium,2023-09-10,2024-01-01,2024-06-30
CV01065-02,CL01065,M,35-49,Divorced,Master,Bucuresti,Digital,Self-service,Premium,2023-09-10,2024-07-01,9999-12-31
CV01066-01,CL01066,F,25-34,Single,High School,Iasi,Digital,Self-service,Standard,2021-12-18,2024-01-01,9999-12-31
CV01067-01,CL01067,M,35-49,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-08-02,2024-01-01,9999-12-31
CV01068-01,CL01068,M,50-64,Married,Master,Bucuresti,Branch,Assisted,Standard,2018-10-20,2024-01-01,9999-12-31
CV01069-01,CL01069,F,35-49,Married,Master,Bucuresti,Digital,Self-service,Standard,2019-04-14,2024-01-01,9999-12-31
CV01070-01,CL01070,M,25-34,Married,Master,Iasi,Digital,Self-service,Standard,2018-02-06,2024-01-01,9999-12-31
CV01071-01,CL01071,M,65+,Married,High School,Timis,Digital,Self-service,Standard,2023-01-31,2024-01-01,9999-12-31
CV01072-01,CL01072,F,50-64,Married,Master,Galati,Branch,Assisted,Premium,2022-07-05,2024-01-01,9999-12-31
CV01073-01,CL01073,M,35-49,Married,Master,Bucuresti,Digital,Self-service,Premium,2019-10-25,2024-01-01,9999-12-31
CV01074-01,CL01074,M,50-64,Married,Bachelor,Prahova,Branch,Assisted,Premium,2023-02-06,2024-01-01,9999-12-31
CV01075-01,CL01075,F,35-49,Single,High School,Brasov,Digital,Self-service,Standard,2019-09-12,2024-01-01,9999-12-31
CV01076-01,CL01076,F,25-34,Divorced,Master,Bucuresti,Digital,Self-service,Standard,2020-03-11,2024-01-01,9999-12-31
CV01077-01,CL01077,F,35-49,Married,High School,Bucuresti,Branch,Assisted,Standard,2022-03-17,2024-01-01,9999-12-31
CV01078-01,CL01078,M,35-49,Divorced,Bachelor,Galati,Digital,Self-service,Premium,2018-06-23,2024-01-01,9999-12-31
CV01079-01,CL01079,F,50-64,Divorced,Post-secondary,Prahova,Branch,Assisted,Standard,2018-01-04,2024-01-01,9999-12-31
CV01080-01,CL01080,M,35-49,Divorced,Master,Bucuresti,Digital,Self-service,Standard,2021-04-14,2024-01-01,9999-12-31
CV01081-01,CL01081,F,25-34,Single,Bachelor,Cluj,Branch,Assisted,Standard,2019-09-23,2024-01-01,9999-12-31
CV01082-01,CL01082,F,25-34,Married,Master,Bucuresti,Digital,Self-service,Premium,2021-04-29,2024-01-01,9999-12-31
CV01083-01,CL01083,F,50-64,Married,Post-secondary,Iasi,Digital,Self-service,Standard,2018-04-22,2024-01-01,9999-12-31
CV01084-01,CL01084,F,35-49,Married,Master,Bucuresti,Digital,Self-service,Premium,2020-04-04,2024-01-01,9999-12-31
CV01085-01,CL01085,M,35-49,Single,Master,Bucuresti,Branch,Assisted,Standard,2018-05-05,2024-01-01,9999-12-31
CV01086-01,CL01086,F,35-49,Divorced,Bachelor,Cluj,Branch,Assisted,Standard,2020-01-27,2024-01-01,9999-12-31
CV01087-01,CL01087,F,65+,Married,Bachelor,Bucuresti,Branch,Assisted,Standard,2019-06-12,2024-01-01,9999-12-31
CV01088-01,CL01088,F,35-49,Married,Post-secondary,Sibiu,Digital,Self-service,Standard,2019-04-20,2024-01-01,9999-12-31
CV01089-01,CL01089,F,50-64,Divorced,Post-secondary,Timis,Digital,Self-service,Standard,2019-06-27,2024-01-01,9999-12-31
CV01090-01,CL01090,M,25-34,Single,Post-secondary,Prahova,Branch,Assisted,Standard,2022-01-11,2024-01-01,2024-06-30
CV01090-02,CL01090,M,25-34,Single,Post-secondary,Prahova,Branch,Assisted,Premium,2022-01-11,2024-07-01,9999-12-31
CV01091-01,CL01091,M,35-49,Married,Post-secondary,Dolj,Branch,Assisted,Premium,2020-12-20,2024-01-01,9999-12-31
CV01092-01,CL01092,M,50-64,Married,Doctorate,Sibiu,Digital,Self-service,Standard,2020-04-28,2024-01-01,9999-12-31
CV01093-01,CL01093,F,35-49,Married,Post-secondary,Iasi,Branch,Assisted,Standard,2020-08-01,2024-01-01,9999-12-31
CV01094-01,CL01094,M,25-34,Married,Post-secondary,Brasov,Digital,Self-service,Standard,2018-05-10,2024-01-01,2024-06-30
CV01094-02,CL01094,M,25-34,Married,Post-secondary,Brasov,Digital,Self-service,Standard,2018-05-10,2024-07-01,9999-12-31
CV01095-01,CL01095,M,25-34,Married,Post-secondary,Bucuresti,Digital,Self-service,Premium,2018-08-11,2024-01-01,9999-12-31
CV01096-01,CL01096,F,50-64,Married,High School,Timis,Branch,Assisted,Standard,2021-12-14,2024-01-01,9999-12-31
CV01097-01,CL01097,M,18-24,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2023-08-06,2024-01-01,9999-12-31
CV01098-01,CL01098,F,35-49,Married,High School,Bucuresti,Digital,Self-service,Standard,2018-07-26,2024-01-01,9999-12-31
CV01099-01,CL01099,M,25-34,Single,Bachelor,Bucuresti,Branch,Assisted,Standard,2018-04-10,2024-01-01,2024-06-30
CV01099-02,CL01099,M,25-34,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2018-04-10,2024-07-01,9999-12-31
CV01100-01,CL01100,M,25-34,Single,Post-secondary,Cluj,Digital,Self-service,Standard,2023-04-27,2024-01-01,9999-12-31
CV01101-01,CL01101,M,35-49,Married,Bachelor,Constanta,Digital,Self-service,Standard,2018-10-08,2024-01-01,9999-12-31
CV01102-01,CL01102,F,65+,Married,Bachelor,Brasov,Branch,Assisted,Premium,2019-06-25,2024-01-01,9999-12-31
CV01103-01,CL01103,F,50-64,Single,High School,Timis,Branch,Assisted,Standard,2019-01-02,2024-01-01,9999-12-31
CV01104-01,CL01104,F,35-49,Married,Bachelor,Iasi,Digital,Self-service,Standard,2022-12-14,2024-01-01,9999-12-31
CV01105-01,CL01105,M,18-24,Single,High School,Iasi,Branch,Assisted,Standard,2023-05-11,2024-01-01,9999-12-31
CV01106-01,CL01106,F,50-64,Married,Bachelor,Bucuresti,Branch,Assisted,Standard,2018-08-02,2024-01-01,9999-12-31
CV01107-01,CL01107,M,35-49,Single,Post-secondary,Bucuresti,Branch,Assisted,Premium,2023-08-12,2024-01-01,9999-12-31
CV01108-01,CL01108,F,35-49,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2020-10-08,2024-01-01,9999-12-31
CV01109-01,CL01109,F,35-49,Married,High School,Prahova,Digital,Self-service,Premium,2022-04-03,2024-01-01,9999-12-31
CV01110-01,CL01110,F,35-49,Married,High School,Bucuresti,Digital,Self-service,Premium,2018-09-16,2024-01-01,9999-12-31
CV01111-01,CL01111,F,25-34,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-08-12,2024-01-01,9999-12-31
CV01112-01,CL01112,F,35-49,Married,High School,Bucuresti,Digital,Self-service,Premium,2023-07-24,2024-01-01,9999-12-31
CV01113-01,CL01113,F,35-49,Married,High School,Bucuresti,Digital,Self-service,Standard,2021-09-26,2024-01-01,9999-12-31
CV01114-01,CL01114,F,35-49,Married,Bachelor,Prahova,Branch,Assisted,Standard,2021-12-25,2024-01-01,2024-06-30
CV01114-02,CL01114,F,35-49,Married,Bachelor,Prahova,Branch,Assisted,Premium,2021-12-25,2024-07-01,9999-12-31
CV01115-01,CL01115,F,35-49,Married,Bachelor,Sibiu,Digital,Self-service,Standard,2020-12-22,2024-01-01,9999-12-31
CV01116-01,CL01116,M,35-49,Married,Doctorate,Galati,Digital,Self-service,Standard,2018-08-20,2024-01-01,2024-06-30
CV01116-02,CL01116,M,35-49,Married,Doctorate,Galati,Digital,Self-service,Premium,2018-08-20,2024-07-01,9999-12-31
CV01117-01,CL01117,F,35-49,Divorced,Post-secondary,Bucuresti,Branch,Assisted,Premium,2022-06-11,2024-01-01,2024-06-30
CV01117-02,CL01117,F,35-49,Divorced,Post-secondary,Bucuresti,Digital,Self-service,Premium,2022-06-11,2024-07-01,9999-12-31
CV01118-01,CL01118,M,25-34,Married,Bachelor,Iasi,Digital,Self-service,Standard,2018-10-14,2024-01-01,9999-12-31
CV01119-01,CL01119,F,50-64,Married,Post-secondary,Iasi,Branch,Assisted,Standard,2021-09-04,2024-01-01,2024-06-30
CV01119-02,CL01119,F,50-64,Married,Post-secondary,Iasi,Branch,Assisted,Premium,2021-09-04,2024-07-01,9999-12-31
CV01120-01,CL01120,M,25-34,Single,Bachelor,Constanta,Digital,Self-service,Standard,2022-09-06,2024-01-01,9999-12-31
CV01121-01,CL01121,M,35-49,Married,High School,Constanta,Branch,Assisted,Standard,2022-11-07,2024-01-01,2024-06-30
CV01121-02,CL01121,M,35-49,Married,High School,Constanta,Branch,Assisted,Premium,2022-11-07,2024-07-01,9999-12-31
CV01122-01,CL01122,M,25-34,Single,High School,Iasi,Digital,Self-service,Standard,2021-07-24,2024-01-01,9999-12-31
CV01123-01,CL01123,M,18-24,Single,Doctorate,Constanta,Digital,Self-service,Standard,2018-10-02,2024-01-01,9999-12-31
CV01124-01,CL01124,M,35-49,Married,Master,Brasov,Digital,Self-service,Premium,2023-12-23,2024-01-01,9999-12-31
CV01125-01,CL01125,F,50-64,Married,Post-secondary,Cluj,Digital,Self-service,Premium,2018-07-19,2024-01-01,9999-12-31
CV01126-01,CL01126,F,50-64,Married,Bachelor,Cluj,Branch,Assisted,Standard,2020-10-04,2024-01-01,9999-12-31
CV01127-01,CL01127,M,50-64,Divorced,Bachelor,Timis,Digital,Self-service,Standard,2022-01-28,2024-01-01,9999-12-31
CV01128-01,CL01128,M,65+,Married,High School,Timis,Digital,Self-service,Standard,2021-07-11,2024-01-01,9999-12-31
CV01129-01,CL01129,F,50-64,Divorced,High School,Bucuresti,Branch,Assisted,Standard,2020-07-05,2024-01-01,9999-12-31
CV01130-01,CL01130,M,35-49,Single,Bachelor,Sibiu,Branch,Assisted,Standard,2019-01-07,2024-01-01,2024-06-30
CV01130-02,CL01130,M,35-49,Single,Bachelor,Sibiu,Digital,Self-service,Standard,2019-01-07,2024-07-01,9999-12-31
CV01131-01,CL01131,M,35-49,Married,Post-secondary,Galati,Branch,Assisted,Standard,2022-09-29,2024-01-01,9999-12-31
CV01132-01,CL01132,F,35-49,Single,Bachelor,Dolj,Digital,Self-service,Standard,2018-01-07,2024-01-01,9999-12-31
CV01133-01,CL01133,F,50-64,Single,High School,Brasov,Digital,Self-service,Standard,2020-07-01,2024-01-01,9999-12-31
CV01134-01,CL01134,M,35-49,Married,Master,Bucuresti,Digital,Self-service,Standard,2021-04-09,2024-01-01,2024-06-30
CV01134-02,CL01134,M,35-49,Married,Master,Bucuresti,Digital,Self-service,Standard,2021-04-09,2024-07-01,9999-12-31
CV01135-01,CL01135,M,35-49,Single,Bachelor,Galati,Digital,Self-service,Premium,2020-09-07,2024-01-01,9999-12-31
CV01136-01,CL01136,F,35-49,Single,Bachelor,Galati,Digital,Self-service,Standard,2021-09-15,2024-01-01,2024-06-30
CV01136-02,CL01136,F,35-49,Single,Bachelor,Galati,Digital,Self-service,Standard,2021-09-15,2024-07-01,9999-12-31
CV01137-01,CL01137,F,25-34,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2020-10-03,2024-01-01,9999-12-31
CV01138-01,CL01138,M,50-64,Married,High School,Constanta,Branch,Assisted,Standard,2022-03-10,2024-01-01,9999-12-31
CV01139-01,CL01139,M,25-34,Married,High School,Bucuresti,Digital,Self-service,Standard,2023-08-02,2024-01-01,2024-06-30
CV01139-02,CL01139,M,25-34,Married,High School,Bucuresti,Digital,Self-service,Premium,2023-08-02,2024-07-01,9999-12-31
CV01140-01,CL01140,M,50-64,Single,Master,Constanta,Branch,Assisted,Standard,2021-11-22,2024-01-01,9999-12-31
CV01141-01,CL01141,M,18-24,Single,High School,Bucuresti,Branch,Assisted,Standard,2023-04-06,2024-01-01,9999-12-31
CV01142-01,CL01142,F,25-34,Married,Bachelor,Brasov,Digital,Self-service,Standard,2018-01-01,2024-01-01,9999-12-31
CV01143-01,CL01143,M,50-64,Married,Master,Iasi,Digital,Self-service,Premium,2023-01-14,2024-01-01,9999-12-31
CV01144-01,CL01144,F,25-34,Single,Master,Bucuresti,Digital,Self-service,Standard,2023-06-01,2024-01-01,9999-12-31
CV01145-01,CL01145,F,50-64,Single,High School,Brasov,Digital,Self-service,Premium,2020-02-26,2024-01-01,9999-12-31
CV01146-01,CL01146,F,50-64,Divorced,Bachelor,Bucuresti,Branch,Assisted,Standard,2023-08-31,2024-01-01,2024-06-30
CV01146-02,CL01146,F,50-64,Divorced,Bachelor,Bucuresti,Branch,Assisted,Premium,2023-08-31,2024-07-01,9999-12-31
CV01147-01,CL01147,M,35-49,Divorced,Post-secondary,Bucuresti,Digital,Self-service,Premium,2020-01-17,2024-01-01,9999-12-31
CV01148-01,CL01148,M,65+,Divorced,Bachelor,Galati,Branch,Assisted,Premium,2018-01-25,2024-01-01,9999-12-31
CV01149-01,CL01149,F,65+,Divorced,High School,Constanta,Branch,Assisted,Standard,2019-11-06,2024-01-01,9999-12-31
CV01150-01,CL01150,F,50-64,Married,High School,Bucuresti,Digital,Self-service,Premium,2023-06-17,2024-01-01,9999-12-31
CV01151-01,CL01151,F,25-34,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2018-11-25,2024-01-01,9999-12-31
CV01152-01,CL01152,M,35-49,Married,High School,Timis,Digital,Self-service,Standard,2019-07-07,2024-01-01,9999-12-31
CV01153-01,CL01153,M,65+,Divorced,High School,Cluj,Branch,Assisted,Standard,2022-12-30,2024-01-01,9999-12-31
CV01154-01,CL01154,M,65+,Single,High School,Dolj,Branch,Assisted,Standard,2023-08-21,2024-01-01,9999-12-31
CV01155-01,CL01155,F,25-34,Married,High School,Constanta,Digital,Self-service,Premium,2019-06-16,2024-01-01,9999-12-31
CV01156-01,CL01156,F,50-64,Married,High School,Iasi,Digital,Self-service,Standard,2023-11-25,2024-01-01,9999-12-31
CV01157-01,CL01157,F,50-64,Married,High School,Sibiu,Digital,Self-service,Standard,2021-04-03,2024-01-01,9999-12-31
CV01158-01,CL01158,F,65+,Married,High School,Cluj,Branch,Assisted,Standard,2019-09-04,2024-01-01,9999-12-31
CV01159-01,CL01159,F,25-34,Single,Master,Sibiu,Digital,Self-service,Standard,2020-08-21,2024-01-01,9999-12-31
CV01160-01,CL01160,F,35-49,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-10-29,2024-01-01,9999-12-31
CV01161-01,CL01161,M,50-64,Married,Doctorate,Iasi,Digital,Self-service,Premium,2022-06-14,2024-01-01,9999-12-31
CV01162-01,CL01162,M,35-49,Married,High School,Timis,Digital,Self-service,Standard,2022-07-20,2024-01-01,2024-06-30
CV01162-02,CL01162,M,35-49,Married,High School,Timis,Digital,Self-service,Premium,2022-07-20,2024-07-01,9999-12-31
CV01163-01,CL01163,M,50-64,Divorced,High School,Brasov,Branch,Assisted,Standard,2020-09-23,2024-01-01,9999-12-31
CV01164-01,CL01164,M,25-34,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2020-11-18,2024-01-01,9999-12-31
CV01165-01,CL01165,M,35-49,Divorced,High School,Prahova,Digital,Self-service,Premium,2021-06-05,2024-01-01,9999-12-31
CV01166-01,CL01166,M,50-64,Married,Post-secondary,Iasi,Digital,Self-service,Standard,2021-03-22,2024-01-01,9999-12-31
CV01167-01,CL01167,M,35-49,Married,Bachelor,Dolj,Digital,Self-service,Standard,2018-06-25,2024-01-01,2024-06-30
CV01167-02,CL01167,M,35-49,Married,Bachelor,Dolj,Digital,Self-service,Premium,2018-06-25,2024-07-01,9999-12-31
CV01168-01,CL01168,M,18-24,Married,High School,Prahova,Digital,Self-service,Standard,2021-01-23,2024-01-01,9999-12-31
CV01169-01,CL01169,M,35-49,Married,Bachelor,Bucuresti,Branch,Assisted,Premium,2023-01-17,2024-01-01,9999-12-31
CV01170-01,CL01170,F,65+,Single,Bachelor,Iasi,Branch,Assisted,Premium,2020-08-14,2024-01-01,9999-12-31
CV01171-01,CL01171,M,35-49,Married,Master,Bucuresti,Branch,Assisted,Standard,2021-09-29,2024-01-01,9999-12-31
CV01172-01,CL01172,F,35-49,Single,Post-secondary,Bucuresti,Digital,Self-service,Standard,2019-08-05,2024-01-01,9999-12-31
CV01173-01,CL01173,M,50-64,Married,High School,Bucuresti,Digital,Self-service,Standard,2019-09-02,2024-01-01,9999-12-31
CV01174-01,CL01174,M,35-49,Divorced,Post-secondary,Iasi,Digital,Self-service,Premium,2018-10-03,2024-01-01,9999-12-31
CV01175-01,CL01175,F,50-64,Married,Post-secondary,Bucuresti,Digital,Self-service,Premium,2018-04-23,2024-01-01,2024-06-30
CV01175-02,CL01175,F,50-64,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2018-04-23,2024-07-01,9999-12-31
CV01176-01,CL01176,F,35-49,Married,Doctorate,Bucuresti,Digital,Self-service,Premium,2020-08-05,2024-01-01,9999-12-31
CV01177-01,CL01177,M,35-49,Single,Bachelor,Dolj,Digital,Self-service,Standard,2021-05-08,2024-01-01,2024-06-30
CV01177-02,CL01177,M,35-49,Single,Bachelor,Dolj,Digital,Self-service,Premium,2021-05-08,2024-07-01,9999-12-31
CV01178-01,CL01178,F,35-49,Single,Bachelor,Prahova,Digital,Self-service,Premium,2022-09-30,2024-01-01,9999-12-31
